,comment
91,"Bom, atendeu as minhas expectativas."
92,"Não tenho nem 1 mês com a cam e ela já trava nas lives, às vezes ela desconecta sozinha e tenho que repor o usb dela, se você é igual a eu que tem um pc razoável, faz lives com ela na resolução 240p ou 360p da qualidade dela mesma. Só que mesmo assim ela trava."
93,Câmera muito boa. Atendeu as expectativas.
94,"Bom custo beneficio. Para coisas mais simpled, serve."
95,Muito top super indico qualidade otima.
96,Compramos para reunião on line e atendeu bem a finalidade.
97,"A camara até que possui uma boa qualidade de imagem, porém, ficou aparecendo recortes e traços quando ligada!."
98,Produto com preço excelente e qualidade boa de imagem. Otimo custo x benéfico!.
99,"Boa camera, atendeu minhas expectativas!."
100,Atendeu as minhas expectativas.
101,"Produto excelente, recomendo a compra."
102,"Muito bom! recomendo muito, alta qualidade! e com um preço super acessível."
103,Muito ruim a imagem é muito distorcida não tem nada de hd nesta câmera do meu notebook não é hd é muito melhor que está. Não indico.
104,Ótimo mto boa exatamente o que eu esperava.
105,Muito bom! funcionou perfeitamente!.
106,Produto atende minhas necessidades! perfeito!.
107,Fácil de instalar e de boa resolução. Gostei!!!.
108,"A camera não é hd, na imagem aparecem pontos, é realmente ruim."
109,"Amei, funciona muito bem a imagem é otima."
110,Ela e boa para estudos trabalho e etc.
111,"Comprei duas, atendeu todas as minhas expectativas!!!."
112,"Violão muito bom, supriu todas as minhas expectativas."
113,Estou adorando 😍😍😍😍.
114,Muito bom gostei muito dele.
115,Ótimo violão recomendo gostei muito.
116,Muito bom eu já conhecia por isso apostei excel ente.
117,Achei o produto excelente.
118,Ótimo estou gostando muito.
119,"Muito boa, muito melhor do que eu imaginava."
120,"Câmera simplesmente maravilhosa, fácil de usar, qualidade fantástica pra gravar vídeos pro youtube. Vou fazer um review completo dela, com demonstração, no meu canal. Assiste lá. Canal zumbitech @zumbitech."
121,"Excelente câmera!. Produto de altíssima qualidade, podem comprar tranquilamente!!."
122,"Se tiver uma iluminação boa a câmera e sensacional, se for com a luz ambiente n fica top, mas pelo preço compensa👏👏👏👏."
123,Muito boa nota 10.
124,"Bom, pelo custo/benefício, está ótimo."
125,Melhor do que eu esperava! atendeu super bem as minhas expectativas.
126,"Uso para lives , com o programa obs, em kroma kei, não conseguiu, uma boa imagem, tenho outra desta marca e é muito boa."
127,"Muito boa, recoendo."
128,Excelente.
129,"É um excelente instrumento. É confortável de se tocar, acabamento muito bonito e possui um som equilibrado além de um timbre bem bonito. Após as cordas novas se estabilizarem, ele sustenta a afinação muito bem. Recomendo."
130,O violão é lindo e confortável para tocar. Quanto ao som achei que deixou um pouco a desejar. Algumas marcas como o yamahac40 produz um som mais limpo e alto. Mas é questão de gosto. Comprei para minha filha que está começando a tocar e ela adorou!.
131,Excelente material e som. Já tinha presenteado minha namorada e hoje presenteei minha mãe. Recomendo muito.
132,"Produto top, sempre tive sonho de ter um e adorei."
133,"O produto é bom ,só não veio com o parafuso de pendurar o suporte da alça. Se puder me explicar como faço,agradeço."
134,Excelente produto. Recomendo aos amigos.
135,"Exelente acabamento,instrumento perfeito. Era o que eu estava procurando."
136,Violão muito bom de tocar. Som também é de boa qualidade.
137,Depois que levei no luthier para a regulagem ficou excelente.
138,Gostei bastante.
139,Ótima qualidade.
140,Sim excelente e muito bonito.
141,Exatamente como eu esperava. Sonoridade ímpar.
142,Produto bom e de qualidade. 👍🏼.
143,Produto ótimo e de boa qualidade! recomendo!!!!.
144,O produto é de ótima qualidade muito bom eu recomendo.
145,"Muito bom o produto, mas não entendi porque não tem o pino que encaixa a bandoleira no tróculo? e veio o do corpo?."
146,"Ótimo produto. Som muito bom, fácil de tocar e bem leve. Parabéns."
147,Para quem está começando ou até para os intermediários na música um excelente violão.
148,"Muito bom violão, recomendo. Muito afinado e macio."
149,"Violão bonito, leve e com boa sonoridade."
150,"Achei q é um violão muito caro para deixar a desejar em algumas coisas. Não compraria novamente, compraria o hofman."
151,Excelente instrumento!!! super indico !!!.
152,"Maravilhoso, muito mais bonito que a foto, a cor é lindissima, um ótimo violão."
153,Muito bom !!. Valeu muito a pena essa escolha.
154,Maravilhoso. Excelente som e material.
155,"Excelente violão de nylon. Sonoridade perfeita, braço fino, super ergonômico, linda cor, controles e afinador perfeitos."
156,"Comprei de presente para o meu pai. Ele ficou apaixonado! de aparência ele é lindo, mas meu pai me falou que todos os detalhes que ele sonhava em um violão, tem um som maravilhoso, amei. Recomendo a todos do mercado livre!."
157,"Lindo, design dele é muito bonito. Veio em perfeito estado. O som dele e ótimo. Compraria de novo sim e índico muito ! qualidade excelente."
158,"Superou minhas expectativas! som espetacular e ótimo acabamento, a regulagem que vem de fabrica é muito boa, mas ainda assim recomendo levar a um luthier para um ajuste fino, trocar o nut e o rastilho por peças feitas de osso e trocar as as cordas, o som vai ficar ainda melhor."
159,"Comprei para o meu filho, ele está amando, produto de ótima qualidade. Deus abençoe."
160,"Muito bonito, som delicioso. Valeu mito a pena! meu marido amou o presente de aniversário!."
161,"Eu vendia esse violão há muitos anos atrás, parece tão diferente do que me lembrava, a qualidade do acabamento melhorou, o meu não veio nenhum defeito, ainda não pluguei, acredito que seja padrão, o que mais me apaixonou foi o detalhe na mão, a arvore mahoghany em relevo. Como me recordava depois de quase 7 anos sem tocar o som do violão de madeira natural é melhor do que um preto por exemplo, a pintura fosca cai bem, ele não fica manchado, em relação ao strinberg da mesma faixa de preço não sei, não tive mais contato com os novos mas sempre confiei mais na tagima em alguns aspectos. Peso, ele é ridiculamente leve, na tocabilidade ele pesa um pouquinho mas ainda assim é super leve, acredito que não tem como ser muito diferente disso. A parte de afinador, bem preciso e parece que esse teq8 é melhor e dferente do que vinha nesse modelo há 10 anos atrás (ele custava uns r$480,00) é a inflação né kkkkk. Não precisa pensar muito, você pode comprar ele que vai ter uma ótima experiência, sem arrependimentos, acredito que se for bom na venda consiga um ótimo preço de revenda se um dia se fizer necessário, eu cogitei comprar usado, mas achei ele por 600 a 700, então, nada melhor que comprar um novo mesmo."
162,Atendeu bem as expectativas.
163,Muito bom.
164,Muito bom.
165,"Violão com sonoridade muito boa! achei a parte de apoio onde fica o braço, um pouco alta, deixando o ombro direito um pouquiho levantado (isso tocando sentado) mas nada que desqualifique o violão! feliz pela aquisição. Recomendo."
166,Produto de excelente qualidade.
167,"Muito bonito o instrumento,porém veio mal colado aparecendo um precha no colamento do braço do violão."
168,"Em vista do q eu conhecia do modelo, deixou a desejar na maciez. O afinador não é preciso. Mas o som na elétrica é bom!."
169,"Quem estiver procurando um ótimo custo benéfico e qualidade no mesmo produto, esse é o violão certo. Muito satisfeito."
170,O violão é espetacular. Ótimo som e muito macio para tocar. Estou muito satisfeito.
171,O produto veio com uma madeirinha de dentro descolada e não sei como devo colar…. Solta.
172,"Maravilhos, meu edi está adorando."
173,Produto de ótima qualidade muito bom superou as expectativas com certeza.
174,Muito bom. Voltaria a comprar.
175,"Ótimo produto e custo beneficio, melhor do que eu esperava. Recomendo!!."
176,Excelente!. Produtos de otima qualidade.
177,Produto de boa qualidade e de acordo com o apresentado.
178,"Topp, violão sensacional. Veio impecável!."
179,"Perfeito o sim, designer é lindo."
180,"Excelente produto, violao de custo beneficio perfeito."
181,"Violão com acabamento muito bonito,ótimo som,superou minhas expectativas."
182,Produto de qualidade fantastica.
183,"Produto muito bom, madeira linda, som perfeito. Recomendo."
184,"A imagem ,quando vc se movimenta. O foco fica variando."
185,Funcionou fácil. Para videoconferência atende bem.
186,"Ótima webcam, só o foco automático que irrita muito."
187,Funciona bem mas a qualidade da imagem não é muito boa. Peço custo acho razoável.
188,A qualidade não é incrível mas é justo pelo valor cobrado.
189,"A qualidade me surpreendeu, muito boa!."
190,"Webcam muito limitada, qualidade de imagem ruim vale o preço que é cobrado, mas não se pode esperar uma qualidade nem proxima de uma logitech."
191,O foco automático dela fica pulando o tempo todo. Bem ruim de usar. Pelo preço até que vale a pena mas tem esse porém meio desagradável.
192,"Eu usei por 2 meses e ela parou de funcionar derrepente, ela começou a esquentar muito e fazer barulho mesmo sem estar sendo usada."
193,"Eu achei um produto excelente,com um custo benefício muito bom,pelo menos pro que eu precisava atendeu bem minhas necessidades."
194,"Muito bom, facil de configurar e a imagem é show de bola, gostei bastante."
195,Bom custo benefício porém a qualidade do vídeo é média pra baixa.
196,Não funcionou não indico horrivel.
197,"Ótimo produto, atende minhas necessidades."
198,"Produto otimo so não do 5 estrelas pois a o auto foco da camera fica se ajustando toda hora, perdendo a qualidade do video, porem comprei para fazer stream e o obs tem como desativar essa opção."
199,"Nota-se que a câmera é bem montada e construída, com materiais de boa qualidade. Fácil de instalar, só plugar no pc. Mas a qualidade da imagem me decepcionou um pouco. Comprei uma idêntica há 10 anos atrás, e quando ela estragou, decidi comprar a mesma pois sabia que era de confiança. Mas a qualidade da imagem, nesses 10 anos de diferença de tecnologia, não mudou nada, na verdade, tive a impressão que até piorou. Infelizmente o custo benefício não é dos melhores, acredito que boa parte do seu preço é pela marca, não pelo produto em si."
200,Não sei opinar sobre este produto porque dei de presente. Quem ganhou disse que é boa!!.
201,"Produto excelente, fiquei meio receoso pq vi algumas pessoas falarem que igual c920, mas comprei mesmo assim tenho um softbox aqui liguei e a qualidade excepcional parece até 4k e a captura de som excelente vale a pena."
202,Atendeu conforme o anunciado.
203,"Excelente qualidade, fácil de instalar."
204,"Adorei a câmera!! a qualidade da imagem é impressionante! nem vale a pena comprar outras câmeras mais robustas, porque essa já me atende super bem! uso-a para fazer vídeos para o youtube, instagram e gravação de vídeo-aulas. Me atende direitinho. O que mais gostei foi 1) a qualidade da imagem; 2) o packing, o suporte que vem para você colocar a câmera num tripé, ou no pc (vem os dois); e 3) como dá para usar ela na vertical ou horizontal! isso facilita a vida de quem precisa gravar vídeos para instagram ou fazer lives usando o obs-studio, por exemplo. Totalmente recomendo."
205,"Produto original, lacrado, muito bom!."
206,Top demais.
207,Muito superior a logitech c920 ou outras como multilaser e lenovo.
208,"Excelente,otima qualidade de imagem!."
209,Resolução muito boa superior a outras mais caras! atendeu super bem o meu uso para vídeo conferência. Bom software. Vale a compra.
210,"Muito boa web cam, estou conseguindo fazer as minhas livres de boa."
211,"Custo benéfico moderado, tem melhores por menores preços."
212,Camera incrível.
213,"Excelente, vou comprar mais 2."
214,"Não captura as cores direito, troca o verde com vermelho."
215,Boa qualidade de imagem e fácil instalação.
216,Òtimo produto qualidade full melhor que meu iphone 13 pro max.
217,"Depois de assistir vários vídeos a respeito do violão, resolvi correr o risco. Pois já tive um estrimberg, e a experiência não foi boa. Por tanto venho aqui afirmar. Que esse strimberg londn é muito monstro. Som muito claro, grave bem redondo acabamento de luxo. Felizmente resolvi arriscar e me dei bem. Por óbvio e sempre bom lavar para regulagem de acordo com a pegada de cada um. Em fim. Muito bom 👏👏."
218,"Melhor violão que tive, qualidade limpa no elétrico sem contar o som acústico, com seu corpo folk bem encorpado da um som cheio com definição, embora tive que ajustar e baixar as cordas pois vieram um pouquinho alta, mas nada que atrapalhe, um pequeno ajuste foi o suficiente. Pelo preço esta ótimo, comprem sem medo."
219,"Muito lindo, um violão de muita qualidade, preencheu todas as expectativas pois foi comprado para ser usado em uma igreja! toop."
220,O produto veio danificado e é muita burocracia pra fazer reclamacao e devolucao.
221,"Excelente produto, tem uma sonoridade impressionante e um acabamento muito lindo, única recomendação para quem almeja este instrumento trocar o traste por um de ""osso"" e trocar acordoamento por um de qualidade superior, no demais estou muito satisfeito com o instrumento."
222,"Produto muito bom, ótimo custo benefício, sonoridade excelente. O único defeito foi que o jack p10 veio com um pequeno mau contato, mas nada que impeça de tocar."
223,"Pelo valor o produto corresponde, precisa de um regulagem pois as cordas vieram bem altas, o timbre é bacana e a cor também,mais após usar fica com muitas marcas pois ele é espelhado."
224,Ótimo violão tanto na qualidade quanto no custo beneficio. Aprovado.
225,"Gostei bastante do meu produtos sem defeito nenhum meus parabéns mercado livre e , colaboradores 👏."
226,"Violão maravilhoso, melhor compra minha no ml, além de ser muito lindo, recomendo de olhos fechados."
227,Violão muito lindooo. Foi q eu esperava.
228,"Superou minhas expectativas, violão bonito e com um som incrível."
229,"Otimo violao. Gostei muito, alem de bonito ele ainda tem um som muito bom. Esrou bem feliz. Sem falar que econimizei dinheiro pois se fosse comprar nas lojas da minha cidade ia pagar quase o dobro."
230,Violão muito bonito e com um excelente som!!! ótimo custo benefício!.
231,"Ótimo produto, ótimo custo benefício."
232,Mt bom lindo acabamento otima afinação. Recomendo.
233,Gostei o violão e muito bom já veio com as roudanas de prender a correria achei interessante.
234,"Muito bom, melhor violao que ja compreii."
235,Muito bom superou minhas expectativas.
236,"Violão de boa qualidade dentro da faixa de valor dele, superior aos concorrentes nessa faixa de preço. Ótimo acabamento,boa qualidade de som."
237,"Muito bom, excelente instrumento."
238,Produto sensacional. Acabamento impecável e som acustico maravilhoso. Recursos elétrico muito bons. Recomendo.
239,Me atende perfeitamente aqui. O custo beneficio é otimo.
240,Produto muito atendeu minhas necessidades.
241,"Produto de altíssima qualidade. Além de discreto, definição impecável. A luz do ambiente também ajuda muito, mas a câmera é fenomenal."
242,Qualidade da imagem é muito boa com relação ao custo. Mas necessita de ambiente bem iluminado.
243,"Qualidade de imagem com ótimo custo benefício, recomendo!."
244,Superou todas as minhas expectativas. Se o local tiver boa iluminação a câmera fica ainda melhor!.
245,A qualidade de imagem da câmera é muitooooo ruim. Pelo que vi nos comentários e pela questão de ser hd 1080 p. Nunca que é essa resolução de imagem. Só não vou devolver pq preciso pro trabalho e não posso ficar sem. Mas é péssima a qualidade da imagem.
246,Excelente produto! ótima qualidade.
247,"Muito bom , ja instalei e esta em uso. !!!!."
248,"Pelo preço, é um bom produto. Não há o que reclamar. Funcionou em tudo, google meeting, zoom, skype etc."
249,"Muito simples, pelo valor cobrado."
250,"Pra fazer uma chama cumpre o anunciado , funcionou perfeitamente."
251,"Muito boa, atendeu perfeitamente minhas espectativas , mesmo sendo muito barata me atendeu bem."
252,Atende perfeitamente as necessidades.
253,"O produto não tem foco ajustável, distorceu a imagem, para uso em desktop e em cima da mesa não serve e de full hd só no nome, não melhorou em nada a imagem da camera vga que tenho em meu desktop. Perda pura de dinheiro e tempo. Para home office não serviu para mim e voltei para minha camera antiga."
254,"Produto excelente, qualidade ótima. Recomendo a todos."
255,"A imagem é escura e com baixa nitidez, mas pelo preço cumpre o. Que promete. Se vc quer uma imagem mais profissional procure outra câmera."
256,Ótimo custo benefício.
257,Vale a pena pelo preço.
258,"É um produto de baixa qualidade que atende as necessidades, como transmissão simples. Caso o usuário opte gravar ou fazer lives, não recomendo. Infelizmente meu produto veio com várias arranhuras, parece de uso ou produto de vitrine, não devolvi por ser um produto barato e estava com muita preguiça."
259,Funciona conforme prometido.
260,"A camera devia ser mais nítida. Ela tem um efeito digamos assim. 'metálico'na imagem. Sei que devido modelo ,cai nos gostos de milhares de pessoas mais eu gostei funciona perfeitamente,há. O ''zoom"" devia ser ao rodar e embaçar somente bem no final do giro e ela não tem um zoom preciso mais ta ótimo."
261,Funcionando perfeitamente.
262,Não é boa a imagem.
263,"Eu gostei da webcam, excelente produto. Valeu pelo custo benefício."
264,A qualidade é muito baixa. Principalmente para foto. Comprei para loja e tirar foto de mercadorias e não serviu. Só serve para fazer reunião.
265,Bom produto bem acabado e muito bonito nao usei ainda mas parece top.
266,Só funcionou 1 dia.
267,Gostei muito apesar do presso ela é muito boa.
268,Exelente produto.
269,Zoom absurdo. Quase de um microscópio!!.
270,Ótimo muito bom vou comprar mais.
271,"Nao abriu camera e quando ligo o pino de som, ele desliga o som do computador."
272,Não serviu para o que eu queria. Muito ruim.
273,Excelente para os trabalhos de videos e reunioes.
274,Não tem muita opção de configuração mas para o básico é boa.
275,Muito boa a câmera. Ficou ótima no meu computador.
276,Produto nao presta barato sai caro.
277,"Corresponde com a descrição, funciona perfeitamente."
278,"Ótimo produto, resolução muito boa e o som de boa qualidade, única observação é quanto a base que veio um pouco frouxo, mesmo apertando o parafuso ele não fixou muito bem, mas do restou, muito bom produto."
279,Atendeu minhas expectativas em 100%.
280,Produto perfeito. Atende perfeitamente a necessidade do meu filho.
281,Maravilhosa amei.
282,Gostei muito! ótima qualidade! bem detalhada e clara!.
283,Produto de altíssima qualidade.
284,Um bom custo benefício.
285,"Excelente! instala automaticamente. Imagem muito boa e com boa angulação. Pelo valor, vale a pena demais. Estou muito satisfeita! recomendo!."
286,"Qualidade da webcam é muito boa, atendeu minhas expectativas."
287,"Ótimo custo benefício, ótima qualidade de imagem e cores."
288,Excelente com uma boa iluminação!.
289,Ótimo produto. Esse é o terceiro que compro e todos excelentes. Recomendo.
290,"Muito boa,superou minhas expectativas,meu namorado faz live e ela é bem boa e bem limpa a imagem!."
291,Excelente produto nada a reclamar. Obrigado redragon pelo custo e benefício.
292,Imagem perfeita. Superou minhas expectativas.
293,Ótima câmera e com um microfone que abafa bem os ruídos próximos.
294,"Qualidade de imagem muito boa, e o microfone integrado dela é ótimo, dá pra usar como webcam ou como microfone."
295,Custo beneficio bom.
296,Gostei do produto me atendeu naquilo que estava precisando imagem boa parabéns.
297,"Nao sei se é problema na minha camaera ou todas sso assim, mas a imagem é muito ruim, oiir que a vga do notebook e tem umas manchas na imegem."
298,"A resolução da câmera é boa, porém o audio que gravamos com o microfone fica horrível."
299,"Eu achei a imagem granulada, esbranquiçada, mesmo com alta luz ou baixa. Não destaca as cores! em fim, mesmo sendo 2 mgpx a do meu notebook que é 0. 9 mgpx é bem melhor! devolvi logo em seguida!."
300,Não é boa a imagem.
301,
302,Webcam perfeita. Qualidade da imagem vai surpreender você.
303,"Até agora pelo que testei ela, muito boa."
304,Ótima qualidade.
305,"A qualidade da imagem é bastante satisfatória. O acabamento do produto deixa um pouco a desejar. A fixação é um pouco problemática, sendo necessário o uso de uma fita."
306,Excelente.
307,Ótimo custo-beneficio para uma ferramenta mid-end.
308,Melhor custo x benefício. Estou usando para dar aulas de guitarra e os alunos sempre elogiam a qualidade da imagem.
309,O fato é que essa câmera é muito boa. Melhorou muito minhas capturas de vídeo.
310,"Achei o produto muito bom, porém a qualidade do microfone poderia ser muito melhor, não deixa a voz tão nítida."
311,Produto top uma das melhores webcam no mercado pena ser salgado o preço mais vale a pena!.
312,Produto na média.
313,"Para quem precisa gravar videos, esse é o melhor custo beneficio, qualidade de imagem muito bom e o principal, foco automatico, o foco dessa camera funciona muito bem, foi a melhor compra q eu fiz."
314,Excelente produto. Funciona como apresentado.
315,Cumpre o que promete.
316,Excelente produto. Atingiu todas as expectativas.
317,"Câmera maravilhosa, fez toda a diferença nos meus vídeos, super recomendo."
318,Ótima eu recomendo.
319,Excelente. Imagem ótima. Amei. Super recomendo.
320,"Cumpre o que promete!. Por 299,90 a melhor aquisição que eu fiz. Qualidade de imagem muito boa, estrutura bem feita, fácil de encaixar em notebooks e monitores, foi uma compra que valeu cada centavo. O microfone não é ótimo, o meu boyah de lapela é melhor, para em relação a usar o do próprio notebook, o da câmera é melhor e cumpre bem. Eu tinha uma câmera da wb e foi um baita salto, infinitamente melhor!. Ponto negativo é que não tem a tampa de privacidade inclusa."
321,Muito boa super recomendo 😌.
322,Produto de excelente qualidade.
323,Boa câmera. Estabilidade e conectividade otimas. Não vai fazer nenhum milagre na imagem. Mas com boa iluminação e edição é possivel fazer até videos para youtube com qualidade quase profissional.
324,"A cam é boa, mas tive muita dificuldade em regular ela com os os softwares e o obs que uso pra stream. Você mexe nos controles deslizantes e a imagem não sofre alterações. Isso não acontecia com uma cam da mesma marca porém de qualidade inferior que estava antes."
325,Muito bom o produto. O preço n é lá dos melhores mas de certa forma até compensa sim. O tripé é muito firme e parece resistente mas n usei ainda.
326,"Nossa produto top demais , excelente compra de custo beneficio."
327,"Gostando muito da câmera. Imagem bem legal e no meu caso, o microfone dela já é suficiente. Gravo aulas e faço ao vivo no zoom também. Funciona super."
328,Ótimo produto qualidade boa.
329,Recomendo produto muito bom vale cada centavo.
330,"Ótimo produto, logitech sempre 100%!."
331,Essa é a melhor web can que ja usei recomendo top top top.
332,"Excelente câmera, qualidade de imagem excelente, vídeos de ótima qualidade."
333,"Realmente muito boa, não esperava menos da logitech. Só o software de controle (ghub) que podia ter mais opções, como espelhamento da imagem. Ah, e ainda vem com um tripé! comprei um no mesmo pedido à toa!."
334,"Câmera perfeita!! os produtos da logitech, sempre com ótima qualidade."
335,Ótima câmera. Em 30fps e 60fps.
336,"Excelente custo/benefício. Imagem nítida, com bom colorido, ótima resolução. Ideal para quem quer fazer lives ou vídeos para publicar na internet."
337,Eu precisava de uma boa imagem e ela atendeu perfeitamente.
338,Fiquei satisfeito.
339,Muito bom eu recomendo ótima qualidade.
340,Bom produto.
341,"Muito top, vlw."
342,Na faixa de preço é a melhor.
343,"Muito boa! me atendeu perfeitamente para fazer reuniões, qualidade excelente!!!;;."
344,Excelente produto. É uma webcam então dentro de sua proposta é uma das melhores. Gostei muito!.
345,"O produto é ótimo, o unico detalhe é que a iluminação do ambiente tem que ser boa, para ter uma qualidade de imagem."
346,"Muito boa, boa qualidade de imagem e é simples de instalar."
347,Produto excelente. Estou utilizando para gravar vídeos e fazer lives e a qualidade de imagem é surpreendente. Pode comprar sem medo.
348,Qualidade ótima de imagem!.
349,"Amei, super fácil a instalação, a câmera é boa e o áudio é bom também."
350,Execelente webcam.
351,Bom.
352,"Maravilhoso, top demais, veio antes do previsto, simplesmente nota mil."
353,"Qualidade excelente, perfeita para transmissões ao vivo."
354,"Muito bom. Usei em filmagens, qualidade de som e imagem muito boas. Fácil de instalar (plug and play mesmo). Recomendo."
355,Nao funciona no notebook.
356,Excelente qualidade de captura de imagem e som.
357,"Muito bom! qualidade de vídeo, para o preço, é ótima! não testei o áudio, mas vejo muitos falando que não é bom. Para mim, não fará diferença, pois uso outro microfone."
358,Muito bom! qualidade muito superior a webcam do notebook.
359,Muito boa. Amei.
360,Excelente qualidade.
361,Superou todas as expectativas! altíssima qualidade!.
362,"Muita boa a câmera! perfeita par ao xbox series, basta conectar e usar!."
363,Muito top de ótima qualidade super recomendo demais.
364,"Funcionando perfeitamente, recomendo."
365,Produto cumpriu com a expectativa esperada. Câmera maravilhosa!.
366,"Ótima câmera, melhor nesse preço."
367,Otima webcamera!!! recomendo!!!.
